4.95590	3.28948	0.10000
5.04934	3.18460	0.10000
5.04897	3.07790	0.10000
5.04860	2.97119	0.10000
5.14236	2.97300	0.10000
5.23572	2.86809	0.10000
5.14158	2.75958	0.10000
5.14119	2.65287	0.10000
5.23450	2.54795	0.10000
5.23409	2.44123	0.10000
5.32735	2.33630	0.10000
5.32693	2.22958	0.10000
5.32650	2.12286	0.10000
5.32608	2.01614	0.10000
5.32566	1.90942	0.10000
5.32523	1.80270	0.10000
5.41881	1.80445	0.10000
5.51193	1.69947	0.10000
5.41793	1.59100	0.10000
5.51102	1.48601	0.10000
5.51056	1.37928	0.10000
5.51011	1.27255	0.10000
5.50965	1.16582	0.10000
5.50919	1.05909	0.10000
5.50874	0.95236	0.10000
5.50828	0.84562	0.10000
5.50782	0.73889	0.10000
5.50737	0.63216	0.10000
5.50691	0.52543	0.10000
5.41310	0.41702	0.10000
5.31974	0.41533	0.10000
5.41266	0.31029	0.10000
5.50554	0.20524	0.10000
5.50508	0.09851	0.10000
5.50463	-0.00822	0.10000
5.59839	0.10018	0.10000
5.69170	0.10185	0.10000
5.78500	0.10352	0.10000
5.87779	-0.00156	0.10000
5.97108	0.00010	0.10000
6.06437	0.00177	0.10000
6.15823	0.11020	0.10000
6.25094	0.00510	0.10000
6.34423	0.00676	0.10000
6.43815	0.11521	0.10000
6.53081	0.01009	0.10000
6.62410	0.01176	0.10000
6.71739	0.01342	0.10000
6.62410	0.01176	0.10000
6.53146	0.11688	0.10000
6.62542	0.22534	0.10000
6.71874	0.22701	0.10000
6.81276	0.33549	0.10000
6.90539	0.23036	0.10000
6.81276	0.33549	0.10000
6.72010	0.44061	0.10000
6.81415	0.54910	0.10000
6.81484	0.65590	0.10000
6.90894	0.76440	0.10000
6.81622	0.86950	0.10000
6.72280	0.86780	0.10000
6.62938	0.86609	0.10000
6.53659	0.97117	0.10000
6.53724	1.07796	0.10000
6.44440	1.18303	0.10000
6.44503	1.28981	0.10000
6.53916	1.39832	0.10000
6.53980	1.50511	0.10000
6.44628	1.50337	0.10000
6.35336	1.60841	0.10000
6.44753	1.71693	0.10000
6.35458	1.82196	0.10000
6.26041	1.71344	0.10000
6.16742	1.81846	0.10000
6.16800	1.92523	0.10000
6.16857	2.03199	0.10000
6.26278	2.14053	0.10000
6.35579	2.03552	0.10000
6.26278	2.14053	0.10000
6.35701	2.24907	0.10000
6.35762	2.35585	0.10000
6.45191	2.46440	0.10000
6.35762	2.35585	0.10000
6.26337	2.24730	0.10000
6.26278	2.14053	0.10000
6.16857	2.03199	0.10000
6.07552	2.13699	0.10000
6.07608	2.24375	0.10000
6.07664	2.35051	0.10000
6.07719	2.45728	0.10000
5.98406	2.56225	0.10000
6.07831	2.67080	0.10000
5.98406	2.56225	0.10000
5.89089	2.66721	0.10000
5.89141	2.77396	0.10000
5.89193	2.88071	0.10000
5.79870	2.98566	0.10000
5.89298	3.09422	0.10000
5.98730	3.20278	0.10000
6.08110	3.20460	0.10000
6.08166	3.31136	0.10000
6.17604	3.41995	0.10000
6.27047	3.52855	0.10000
6.36492	3.63716	0.10000
6.45878	3.63900	0.10000
6.55265	3.64084	0.10000
